hotel_id1,hotel_id2,value
7da2bcc21d,7c0be9b8e4,0.4693987351822487
6a68792902,7c0be9b8e4,-0.7910306722416676
4e0010a49e,7c0be9b8e4,-0.6421496757225583
0390f9b71d,7c0be9b8e4,0.2829361278913252
e751e67674,7c0be9b8e4,-1.2497190498668849
6e46a4d47c,7c0be9b8e4,-0.7269492077204975
451cc79b28,7c0be9b8e4,-0.2844016501062517
4fd3786451,7c0be9b8e4,-0.6770813011194367
a5f6c13a50,7c0be9b8e4,-0.9774932795325909
58c052a5df,7c0be9b8e4,-0.21309295274434825
2d034c7f10,7c0be9b8e4,0.5881662615316352
a3f90ca4df,7c0be9b8e4,0.8194377124351058
be1b8fbe91,7c0be9b8e4,0.10466438448656652
21bf3bbbd5,7c0be9b8e4,-0.7209265136865529
37937514e7,7c0be9b8e4,-0.8457167340698841
a3f90ca4df,6a68792902,0.18079123707562547
21bf3bbbd5,6a68792902,0.7182564526648377
58c052a5df,6a68792902,-1.0724109375075572
2d034c7f10,6a68792902,0.4366352796375904
7da2bcc21d,6a68792902,-0.6958721065053436
37937514e7,6a68792902,3.0584344464943345
4e0010a49e,6a68792902,0.012396711886535796
0390f9b71d,6a68792902,-0.17093409450673633
be1b8fbe91,6a68792902,-0.7346582560839465
6e46a4d47c,6a68792902,-0.033857578294158405
451cc79b28,6a68792902,2.3313748227165467
a5f6c13a50,6a68792902,-0.07264372787276123
e751e67674,6a68792902,-0.7929579343325298
4fd3786451,6a68792902,3.8861935145196735
e751e67674,6e46a4d47c,-1.0827699712459418
a3f90ca4df,6e46a4d47c,0.04251018205625867
be1b8fbe91,6e46a4d47c,-0.3559512552295131
4fd3786451,6e46a4d47c,0.1887411932004324
451cc79b28,6e46a4d47c,0.6202069937922204
2d034c7f10,6e46a4d47c,-0.32391052296892797
37937514e7,6e46a4d47c,0.6717612547227857
4e0010a49e,6e46a4d47c,-0.0022986615562889624
21bf3bbbd5,6e46a4d47c,-0.2603108739704735
0390f9b71d,6e46a4d47c,-0.0692710192137523
a5f6c13a50,6e46a4d47c,-0.01048952544245354
58c052a5df,6e46a4d47c,-0.7517627071403491
7da2bcc21d,6e46a4d47c,-0.6864767038123902
58c052a5df,4e0010a49e,-1.0391656664401832
e751e67674,4e0010a49e,-1.1760012748914035
be1b8fbe91,4e0010a49e,-0.3663102889678976
7da2bcc21d,4e0010a49e,-0.5347048141569875
37937514e7,4e0010a49e,0.12634608300876682
21bf3bbbd5,4e0010a49e,-0.1735840798816719
a5f6c13a50,4e0010a49e,-0.3251150617757169
451cc79b28,4e0010a49e,0.41760356649032576
0390f9b71d,4e0010a49e,-0.18490674466548773
2d034c7f10,4e0010a49e,-0.267538106811207
4fd3786451,4e0010a49e,0.3992945766271339
a3f90ca4df,4e0010a49e,-0.06373014070252345
37937514e7,7da2bcc21d,-0.703340247107435
21bf3bbbd5,7da2bcc21d,-0.4790551212833398
451cc79b28,7da2bcc21d,-0.09528905744039302
4fd3786451,7da2bcc21d,-0.5021822663736868
58c052a5df,7da2bcc21d,-0.33499227999138603
2d034c7f10,7da2bcc21d,0.6736885168136479
e751e67674,7da2bcc21d,-1.2333373220945556
be1b8fbe91,7da2bcc21d,0.16657767915551638
a3f90ca4df,7da2bcc21d,1.1403268505636721
0390f9b71d,7da2bcc21d,0.4465124978532593
a5f6c13a50,7da2bcc21d,-0.9473798093628684
a5f6c13a50,58c052a5df,-1.158896823835001
be1b8fbe91,58c052a5df,-0.2774153250268761
4fd3786451,58c052a5df,-0.9791796338620956
451cc79b28,58c052a5df,-0.7753716677534119
e751e67674,58c052a5df,-1.2608008068893428
0390f9b71d,58c052a5df,-0.3675148277746865
21bf3bbbd5,58c052a5df,-0.9437661929425016
a3f90ca4df,58c052a5df,0.18151396035969886
2d034c7f10,58c052a5df,-0.4226827051256188
37937514e7,58c052a5df,-1.076988184973355
e751e67674,4fd3786451,-0.8069305844912812
451cc79b28,4fd3786451,3.0449436118582978
37937514e7,4fd3786451,3.189006453150252
be1b8fbe91,4fd3786451,-0.5732500559742326
a5f6c13a50,4fd3786451,0.04732833728341417
2d034c7f10,4fd3786451,0.6002116495995242
a3f90ca4df,4fd3786451,0.4154353966381054
0390f9b71d,4fd3786451,0.1909093630526527
21bf3bbbd5,4fd3786451,1.1526131463929192
37937514e7,e751e67674,-0.1013117514743374
21bf3bbbd5,e751e67674,-1.0837336022913728
0390f9b71d,e751e67674,-1.1947920802773104
a3f90ca4df,e751e67674,-1.1381787563582315
2d034c7f10,e751e67674,-1.151187775471552
