hotel_id1,hotel_id2,value
32bd756dcc,19d1d4dd21,-1.005127562068607
5ddb869da3,19d1d4dd21,-0.3041138720220937
5ddb869da3,32bd756dcc,-0.9249847730249576
644338a87c,32bd756dcc,-0.41631377668320346
644338a87c,19d1d4dd21,-0.8613419699608825
644338a87c,5ddb869da3,-0.8047705894594827
951e7bef02,5ddb869da3,0.08387151258334043
951e7bef02,644338a87c,0.4072712377830099
951e7bef02,19d1d4dd21,1.5844273803829725
951e7bef02,32bd756dcc,-0.4436566105922134
bb37189b14,5ddb869da3,-0.5157851207314983
bb37189b14,32bd756dcc,0.5760425229455196
bb37189b14,644338a87c,2.300998200067371
bb37189b14,19d1d4dd21,-0.8552134037398976
bb37189b14,951e7bef02,0.5901853680708694
fd8f7c3cc9,951e7bef02,5.457209803874641
fd8f7c3cc9,bb37189b14,-0.051899800620019115
fd8f7c3cc9,19d1d4dd21,0.8108137520263288
fd8f7c3cc9,32bd756dcc,-0.7217992313907629
fd8f7c3cc9,5ddb869da3,-0.2414139252997088
fd8f7c3cc9,644338a87c,-0.08961405428761929
94be44ae3a,fd8f7c3cc9,0.06925723928714561
94be44ae3a,5ddb869da3,-0.12779973612606416
94be44ae3a,951e7bef02,0.6448710358888894
94be44ae3a,bb37189b14,-0.7609277695708976
94be44ae3a,19d1d4dd21,0.9644993357217984
94be44ae3a,32bd756dcc,-0.9650561675467824
94be44ae3a,644338a87c,-0.7001135355318928
c24822910d,fd8f7c3cc9,0.5020283001228546
c24822910d,951e7bef02,0.5321997030569346
c24822910d,bb37189b14,0.2719713527504952
c24822910d,94be44ae3a,-0.4012280752161633
c24822910d,644338a87c,0.7193566868823993
c24822910d,32bd756dcc,-0.32768528056434365
c24822910d,5ddb869da3,-0.4511994613257334
c24822910d,19d1d4dd21,-0.5756564984288132
fbaa97f2a0,94be44ae3a,-0.6963421101651329
fbaa97f2a0,951e7bef02,0.7457566644497192
fbaa97f2a0,19d1d4dd21,-0.2942138804343487
fbaa97f2a0,644338a87c,-0.5200279742691033
fbaa97f2a0,fd8f7c3cc9,1.0856563756289632
fbaa97f2a0,5ddb869da3,-0.6275135972217631
fbaa97f2a0,c24822910d,-0.14901400381408894
fbaa97f2a0,32bd756dcc,-0.5803707801372631
fbaa97f2a0,bb37189b14,-0.18154254760239388
755f82fac7,32bd756dcc,-0.9334704801001674
755f82fac7,644338a87c,-0.8679419643527124
755f82fac7,fbaa97f2a0,-0.5728279294037429
755f82fac7,c24822910d,-0.5572707997658582
755f82fac7,94be44ae3a,-0.16409970528112894
755f82fac7,951e7bef02,-0.16551398979366394
755f82fac7,19d1d4dd21,0.1182857690550258
755f82fac7,fd8f7c3cc9,-0.29704244945941866
755f82fac7,5ddb869da3,1.9455413592502424
755f82fac7,bb37189b14,-0.634585019784438
72625a30be,951e7bef02,-0.5223851151233283
72625a30be,c24822910d,-0.8344705642227176
72625a30be,644338a87c,-1.083856066599722
