hotel_id,position,value
37937514e7,1,5.871185751355142
6a68792902,1,0.5239564331410065
451cc79b28,1,0.9821065389485436
a3f90ca4df,1,-0.5572096745838394
2d034c7f10,1,3.3237013119565217
a5f6c13a50,1,-0.4274601567311795
4fd3786451,1,0.7565362459155992
7da2bcc21d,1,-0.05801668747866565
37937514e7,2,0.16381785258104056
6a68792902,2,0.5239562627047557
451cc79b28,2,0.6308379806924702
a3f90ca4df,2,-0.55720984502009
2d034c7f10,2,0.8031903146686186
a5f6c13a50,2,-0.4274603271674301
4fd3786451,2,0.7565360754793492
7da2bcc21d,2,-0.7252751244054879
37937514e7,3,0.16381768214479
6a68792902,3,0.5239560922685049
451cc79b28,3,0.6308378102562197
a3f90ca4df,3,-0.5572100154563403
2d034c7f10,3,-0.3376318860294061
a5f6c13a50,3,-0.4274604976036807
4fd3786451,3,0.7565359050430983
7da2bcc21d,3,-0.7252752948417384
37937514e7,4,0.1638175117085397
6a68792902,4,0.5239559218322548
451cc79b28,4,0.6308376398199689
a3f90ca4df,4,-0.5572101858925909
2d034c7f10,4,-0.3376320564656565
a5f6c13a50,4,-0.4274606680399309
4fd3786451,4,0.7565357346068479
7da2bcc21d,4,-0.7252754652779889
37937514e7,5,0.16381734127228914
6a68792902,5,0.10684393192479116
451cc79b28,5,-0.12669918653733556
a3f90ca4df,5,-0.5572103563288413
2d034c7f10,5,-0.337632226901907
a5f6c13a50,5,-0.4274608384761815
4fd3786451,5,0.7565355641705975
7da2bcc21d,5,-0.7252756357142393
37937514e7,6,0.16381717083603833
6a68792902,6,-0.6915631425564331
451cc79b28,6,-0.12669935697358595
a3f90ca4df,6,-0.5572105267650915
2d034c7f10,6,-0.3376323973381574
a5f6c13a50,6,-0.5670227189570991
4fd3786451,6,-0.6554951164513191
7da2bcc21d,6,-0.7252758061504898
37937514e7,7,0.16381700039978828
6a68792902,7,-0.6915633129926837
451cc79b28,7,-0.12669952740983642
a3f90ca4df,7,-0.5572106972013421
2d034c7f10,7,-0.3376325677744079
a5f6c13a50,7,-0.5670228893933495
4fd3786451,7,-0.6554952868875696
7da2bcc21d,7,-0.7252759765867401
37937514e7,8,0.16381682996353747
6a68792902,8,-0.6915634834289339
451cc79b28,8,-0.12669969784608698
a3f90ca4df,8,-0.5572108676375925
2d034c7f10,8,-0.33763273821065826
a5f6c13a50,8,-0.5670230598296
4fd3786451,8,-0.65549545732382
7da2bcc21d,8,-0.7252761470229906
