hotel_id1,hotel_id2,value
fee6c0a8f3,d91db6f9c9,-0.7206279506357172
0d26626dae,d91db6f9c9,-0.7097555805220488
7fced5b857,d91db6f9c9,-0.32691815679130565
7405978021,d91db6f9c9,-0.6946878936797368
bdba2530bd,d91db6f9c9,-0.5430656017684716
80bdccbfe5,d91db6f9c9,-0.4897673526242934
5a18d4d461,d91db6f9c9,-0.6932106694795102
80bdccbfe5,7fced5b857,-0.4838584558233869
fee6c0a8f3,7fced5b857,-0.6906107548871112
7405978021,7fced5b857,-0.6371943278069149
0d26626dae,7fced5b857,-0.6653797655472398
5a18d4d461,7fced5b857,-0.6522029256812178
bdba2530bd,7fced5b857,-0.508025843739095
bdba2530bd,80bdccbfe5,-0.4816130750390422
0d26626dae,80bdccbfe5,0.07045515306966793
5a18d4d461,80bdccbfe5,0.23791328840736306
7405978021,80bdccbfe5,0.2884343560551151
fee6c0a8f3,80bdccbfe5,-0.06214049114267778
fee6c0a8f3,5a18d4d461,2.1655726917671463
bdba2530bd,5a18d4d461,-0.6979968758882446
7405978021,5a18d4d461,1.4717500294046852
0d26626dae,5a18d4d461,2.7530943006812967
7405978021,0d26626dae,1.397534285585297
bdba2530bd,0d26626dae,-0.7084556232258494
fee6c0a8f3,0d26626dae,1.8349108267884089
7405978021,fee6c0a8f3,0.9843251322978936
bdba2530bd,fee6c0a8f3,-0.7334502566936846
7405978021,bdba2530bd,-0.7050284630813235
