hotel_id1,hotel_id2,value
7c8df5385c,dba1f69d98,-0.16101479489394666
aedae86c6a,dba1f69d98,-0.5630531055455538
fb1d114bbf,8ab7fe04a5,-0.7602140788850805
fb1d114bbf,aedae86c6a,-0.2758153935876487
8ab7fe04a5,b9c9dbba46,-0.4329772557225113
fb1d114bbf,b9c9dbba46,2.2310580365975965
7c8df5385c,fb1d114bbf,-0.06558384453951087
fb1d114bbf,dba1f69d98,0.6663683951426936
dba1f69d98,b9c9dbba46,2.200822487970449
7c8df5385c,8ab7fe04a5,-1.1416229266712898
7c8df5385c,aedae86c6a,-0.9795792832476692
8ab7fe04a5,aedae86c6a,-0.6967509221312232
8ab7fe04a5,dba1f69d98,-0.7347028347309246
7c8df5385c,b9c9dbba46,0.3139352814575017
aedae86c6a,b9c9dbba46,0.3991302387871213
