hotel_id1,hotel_id2,value
bb37189b14,951e7bef02,0.254793131572757
fd8f7c3cc9,951e7bef02,3.9544109030810857
fd8f7c3cc9,bb37189b14,-0.2332812005460286
fbaa97f2a0,951e7bef02,0.3730490270200401
fbaa97f2a0,fd8f7c3cc9,0.6314202410124372
fbaa97f2a0,bb37189b14,-0.3318277800854311
72625a30be,951e7bef02,-0.5909156964744781
72625a30be,fd8f7c3cc9,-0.6797867936591028
72625a30be,bb37189b14,-1.0030195745483428
72625a30be,fbaa97f2a0,-0.9367246028581993
ffd85456dc,951e7bef02,-0.43180776441813373
ffd85456dc,bb37189b14,-0.7421399021676702
ffd85456dc,fbaa97f2a0,-0.8285025409640192
ffd85456dc,72625a30be,-0.529279290362561
ffd85456dc,fd8f7c3cc9,-0.547555201477141
c99c9d73da,fbaa97f2a0,-0.2683996179818885
c99c9d73da,72625a30be,-0.7672244860504271
c99c9d73da,951e7bef02,0.7665186427809995
c99c9d73da,ffd85456dc,-0.5285625879659108
c99c9d73da,fd8f7c3cc9,0.8492977695940974
c99c9d73da,bb37189b14,0.3941917477212205
8a66a55c11,fd8f7c3cc9,-0.10893333472721912
8a66a55c11,951e7bef02,0.07525918121188202
8a66a55c11,ffd85456dc,0.6066940083280049
8a66a55c11,72625a30be,0.8116708937699618
8a66a55c11,fbaa97f2a0,-0.4783934202003968
8a66a55c11,c99c9d73da,-0.2680412667835633
8a66a55c11,bb37189b14,-0.8783133575312081
44497f9e48,8a66a55c11,-0.18705389596209085
44497f9e48,ffd85456dc,-0.6962709487820574
44497f9e48,fd8f7c3cc9,-0.6511186977930948
44497f9e48,fbaa97f2a0,-0.7622075692738758
44497f9e48,951e7bef02,-0.4902190097451251
44497f9e48,c99c9d73da,-0.14548515695637926
44497f9e48,72625a30be,-0.8091515762544639
44497f9e48,bb37189b14,-0.5769399997397993
4a9addc0be,bb37189b14,-0.22683087897617685
4a9addc0be,fbaa97f2a0,-0.2927674994679952
4a9addc0be,fd8f7c3cc9,0.4081674444558998
4a9addc0be,8a66a55c11,4.293052785498304
4a9addc0be,ffd85456dc,1.2739439396093408
4a9addc0be,c99c9d73da,0.4655036361879156
4a9addc0be,44497f9e48,0.9729289330162566
4a9addc0be,72625a30be,0.02580671584301851
4a9addc0be,951e7bef02,1.1091023883797948
4b88cdcb8a,bb37189b14,0.6339286994007127
4b88cdcb8a,72625a30be,-0.7417815509693451
4b88cdcb8a,c99c9d73da,0.16341357599985634
4b88cdcb8a,4a9addc0be,0.20068210062566694
4b88cdcb8a,8a66a55c11,-0.5067031648680798
4b88cdcb8a,44497f9e48,-0.6418015666366422
4b88cdcb8a,fbaa97f2a0,-0.5342962071391124
4b88cdcb8a,ffd85456dc,-0.3913140790073976
4b88cdcb8a,951e7bef02,0.48807976168239703
4b88cdcb8a,fd8f7c3cc9,-0.10534982274396816
2bf3bbef0b,44497f9e48,-0.6138501731672845
2bf3bbef0b,4b88cdcb8a,-0.888705542282636
2bf3bbef0b,72625a30be,-0.20568815827499606
2bf3bbef0b,bb37189b14,-0.9582256747577051
2bf3bbef0b,c99c9d73da,-0.5891239404828527
2bf3bbef0b,8a66a55c11,2.9248679102930737
2bf3bbef0b,4a9addc0be,0.8496561207924226
2bf3bbef0b,fd8f7c3cc9,-0.21966385500967486
2bf3bbef0b,ffd85456dc,-0.4880689025551746
2bf3bbef0b,951e7bef02,0.010755965513364156
2bf3bbef0b,fbaa97f2a0,-0.6618692337428478
