hotel_id1,hotel_id2,value
21a7a229dc,1fa280c4dd,-0.7188538756754984
bd4b82d35d,1fa280c4dd,-0.9895926166481506
3bbe174fd4,1fa280c4dd,-0.4361065615145431
35e885144d,1fa280c4dd,-0.3171125181031758
d7bf92b2fe,1fa280c4dd,-0.6850115330539169
7b82e428cf,1fa280c4dd,-0.8373020748510338
6c6c1fc1db,1fa280c4dd,-0.8302060997852182
0662aa1719,1fa280c4dd,-0.8029138879936203
003f08e82a,1fa280c4dd,-0.23796510390754164
70baf319d1,1fa280c4dd,-0.6607214645593946
970975e6cb,1fa280c4dd,-0.10259573342121556
bca7af225b,1fa280c4dd,0.06688890180460792
ca952a2b1b,1fa280c4dd,-0.9199974765795758
af47654c99,1fa280c4dd,-0.9762194328702676
83a1af9267,1fa280c4dd,-0.6014973649716271
a779097e6d,1fa280c4dd,-0.42819182009497975
fc7a943d83,1fa280c4dd,-0.984680018525663
db25ad7799,1fa280c4dd,-0.4341961066891313
9cb3564319,1fa280c4dd,-0.8454897383885133
af47654c99,9cb3564319,-0.5411815769121955
70baf319d1,9cb3564319,-0.6121413275703503
0662aa1719,9cb3564319,-0.6522608789039993
a779097e6d,9cb3564319,-0.7191267977934144
35e885144d,9cb3564319,-0.575842685887525
bd4b82d35d,9cb3564319,-0.8624109096993041
6c6c1fc1db,9cb3564319,-0.5589215145767341
7b82e428cf,9cb3564319,-0.8727819501801112
ca952a2b1b,9cb3564319,-0.5542818385721625
003f08e82a,9cb3564319,1.0016471556668398
db25ad7799,9cb3564319,0.462080128546947
fc7a943d83,9cb3564319,-0.3198417392823356
d7bf92b2fe,9cb3564319,0.022129674466387226
3bbe174fd4,9cb3564319,-0.1631844435985631
83a1af9267,9cb3564319,-0.1525404809998399
bca7af225b,9cb3564319,0.7249041281000356
21a7a229dc,9cb3564319,-0.5755697637696089
970975e6cb,9cb3564319,-0.5957660004953914
ca952a2b1b,d7bf92b2fe,-0.5793906734204326
21a7a229dc,d7bf92b2fe,-0.3192958950465037
0662aa1719,d7bf92b2fe,-0.3897098014688265
af47654c99,d7bf92b2fe,-0.2155854902384313
bd4b82d35d,d7bf92b2fe,-0.6964742620063881
fc7a943d83,d7bf92b2fe,-0.29609751502364545
bca7af225b,d7bf92b2fe,0.9533399407957112
970975e6cb,d7bf92b2fe,-0.7024785486005397
70baf319d1,d7bf92b2fe,-0.1339817769815534
7b82e428cf,d7bf92b2fe,-0.8255664237806466
35e885144d,d7bf92b2fe,-0.31547498539568003
003f08e82a,d7bf92b2fe,0.20062073958343832
6c6c1fc1db,d7bf92b2fe,0.09472695783203802
a779097e6d,d7bf92b2fe,-0.5632882684633899
db25ad7799,d7bf92b2fe,0.6599486640360327
83a1af9267,d7bf92b2fe,0.7652966015516013
3bbe174fd4,d7bf92b2fe,0.9530670186777952
bd4b82d35d,fc7a943d83,-0.8012763552861244
bca7af225b,fc7a943d83,0.13894034093442678
6c6c1fc1db,fc7a943d83,-0.0889496275254166
7b82e428cf,fc7a943d83,-0.8902489657267338
ca952a2b1b,fc7a943d83,-0.7821718070320057
0662aa1719,fc7a943d83,-0.5032454025218742
003f08e82a,fc7a943d83,0.03795915730551418
db25ad7799,fc7a943d83,0.2546593189308022
21a7a229dc,fc7a943d83,-0.4363794836324591
35e885144d,fc7a943d83,-0.6768238695164376
af47654c99,fc7a943d83,0.02622350623512701
a779097e6d,fc7a943d83,-0.7985471341069645
970975e6cb,fc7a943d83,-0.7827176512678379
3bbe174fd4,fc7a943d83,-0.17792223796602605
70baf319d1,fc7a943d83,-0.5398169663226156
83a1af9267,fc7a943d83,0.7131684770296489
ca952a2b1b,70baf319d1,-0.8544961682797405
35e885144d,70baf319d1,0.3826597922333973
970975e6cb,70baf319d1,-0.6178726920465857
21a7a229dc,70baf319d1,1.202244912335085
003f08e82a,70baf319d1,-0.2622551724020639
db25ad7799,70baf319d1,-0.2022123064605483
6c6c1fc1db,70baf319d1,0.99345949212936
83a1af9267,70baf319d1,0.8286145329081084
bd4b82d35d,70baf319d1,-0.3452234962485218
7b82e428cf,70baf319d1,-0.028633839465984794
3bbe174fd4,70baf319d1,2.1432803749093843
af47654c99,70baf319d1,-0.29418706019823354
0662aa1719,70baf319d1,0.6913347075963704
bca7af225b,70baf319d1,0.4579862967782074
a779097e6d,70baf319d1,-0.4977869601635546
7b82e428cf,db25ad7799,-0.7335916700429614
bca7af225b,db25ad7799,4.774795435855263
ca952a2b1b,db25ad7799,-0.6607214645593946
970975e6cb,db25ad7799,0.6452108696685698
21a7a229dc,db25ad7799,-0.26471147146330776
83a1af9267,db25ad7799,0.5049289010597561
3bbe174fd4,db25ad7799,0.5240334493138745
0662aa1719,db25ad7799,-0.3872535024075828
bd4b82d35d,db25ad7799,-0.8337540873181261
35e885144d,db25ad7799,-0.2360546490821297
a779097e6d,db25ad7799,-0.47813656767360396
af47654c99,db25ad7799,-0.27016991382162725
6c6c1fc1db,db25ad7799,-0.11951690473200627
003f08e82a,db25ad7799,1.3417081145901508
83a1af9267,0662aa1719,1.7669207743032478
6c6c1fc1db,0662aa1719,1.8826397522996232
970975e6cb,0662aa1719,-0.7150329660246747
