hotel_id,position,value
83a1af9267,1,11.634766013140329
6c6c1fc1db,1,3.4317355641154275
bca7af225b,1,2.872445682859125
21a7a229dc,1,3.965824533386851
db25ad7799,1,1.3401062225774536
ca952a2b1b,1,-0.5897623359156539
0662aa1719,1,3.4786276592025316
3bbe174fd4,1,0.9904863670383036
003f08e82a,1,0.3018950549852921
bd4b82d35d,1,2.7629315493322277
70baf319d1,1,1.1563186790999038
9cb3564319,1,0.1266369857033311
35e885144d,1,-0.4084666949724574
d7bf92b2fe,1,0.06871406381987415
af47654c99,1,6.1154305085443195
fc7a943d83,1,0.28659601045699434
7b82e428cf,1,5.898380304556362
1fa280c4dd,1,0.4228621138901396
970975e6cb,1,1.354180744232483
a779097e6d,1,-0.5082690962737326
83a1af9267,2,0.028533178591315295
6c6c1fc1db,2,3.431735301028948
bca7af225b,2,2.8724454197726432
21a7a229dc,2,1.7354502165547991
db25ad7799,2,0.5858032318028621
ca952a2b1b,2,-0.5897628620886166
0662aa1719,2,0.2862016254053488
3bbe174fd4,2,0.9904861039518223
003f08e82a,2,-0.31303666997196955
bd4b82d35d,2,-0.5897628620886166
70baf319d1,2,1.1563184160134226
9cb3564319,2,-0.06798460903682424
35e885144d,2,-0.4084669580589387
d7bf92b2fe,2,0.06871380073339282
af47654c99,2,1.4570813913743474
fc7a943d83,2,0.28659574737051285
7b82e428cf,2,-0.05063188512621035
1fa280c4dd,2,-0.5071804759841516
970975e6cb,2,-0.5186508019019789
a779097e6d,2,-0.508269359360214
83a1af9267,3,0.028532915504833892
6c6c1fc1db,3,2.9299265773600243
bca7af225b,3,2.2220530756654013
21a7a229dc,3,1.735449953468318
db25ad7799,3,0.5858029687163805
ca952a2b1b,3,-0.5897633882615794
0662aa1719,3,0.28620136231886745
3bbe174fd4,3,0.9904858408653406
003f08e82a,3,-0.3130369330584509
bd4b82d35d,3,-0.5897633882615794
70baf319d1,3,1.1563181529269408
9cb3564319,3,-0.06798487212330556
35e885144d,3,-0.40846722114542017
d7bf92b2fe,3,0.06871353764691153
af47654c99,3,1.4570811282878664
fc7a943d83,3,0.28659548428403137
7b82e428cf,3,-0.05063214821269183
1fa280c4dd,3,-0.507180739070633
970975e6cb,3,-0.5186510649884601
a779097e6d,3,-0.5082696224466953
83a1af9267,4,0.028532652418352736
6c6c1fc1db,4,0.045235402760658516
bca7af225b,4,2.2220528125789207
21a7a229dc,4,1.7354496903818364
db25ad7799,4,0.5858027056298994
ca952a2b1b,4,-0.5897639144345421
0662aa1719,4,0.2862010992323863
3bbe174fd4,4,0.9904855777788596
003f08e82a,4,-0.3130371961449323
bd4b82d35d,4,-0.5897639144345421
70baf319d1,4,1.1563178898404596
9cb3564319,4,-0.06798513520978695
35e885144d,4,-0.4084674842319016
d7bf92b2fe,4,0.06871327456043003
af47654c99,4,0.11990144823785402
fc7a943d83,4,0.28659522119755004
7b82e428cf,4,-0.05063241129917315
1fa280c4dd,4,-0.5071810021571145
970975e6cb,4,-0.5186513280749416
a779097e6d,4,-0.5082698855331768
83a1af9267,5,0.028532389331871175
6c6c1fc1db,5,0.045235139674177034
bca7af225b,5,0.4474107003135692
21a7a229dc,5,1.7354494272953551
db25ad7799,5,0.5858024425434178
ca952a2b1b,5,-0.5897644406075049
0662aa1719,5,0.2862008361459048
3bbe174fd4,5,0.9904853146923784
003f08e82a,5,-0.3215845891607685
bd4b82d35d,5,-0.5897644406075049
70baf319d1,5,1.156317626753978
9cb3564319,5,-0.06798539829626828
35e885144d,5,-0.40846774731838303
d7bf92b2fe,5,0.06871301147394862
af47654c99,5,0.11990118515137255
fc7a943d83,5,0.2865949581110685
7b82e428cf,5,-0.05063267438565455
1fa280c4dd,5,-0.5071812652435959
970975e6cb,5,-0.5186515911614229
a779097e6d,5,-0.5082701486196581
83a1af9267,6,-0.31014084023929056
6c6c1fc1db,6,0.045234876587695635
bca7af225b,6,-0.5897649667804676
21a7a229dc,6,1.735449164208874
db25ad7799,6,0.5858021794569365
ca952a2b1b,6,-0.5897649667804676
0662aa1719,6,0.28620057305942354
3bbe174fd4,6,0.9904850516058972
003f08e82a,6,-0.32158485224724986
bd4b82d35d,6,-0.5897649667804676
70baf319d1,6,1.1563173636674962
9cb3564319,6,-0.06798566138274978
35e885144d,6,-0.4084680104048643
d7bf92b2fe,6,0.06871274838746731
af47654c99,6,0.11990092206489122
fc7a943d83,6,0.2865946950245874
7b82e428cf,6,-0.05063293747213588
1fa280c4dd,6,-0.5071815283300771
970975e6cb,6,-0.5186518542479044
a779097e6d,6,-0.5082704117061394
83a1af9267,7,-0.31014110332577194
6c6c1fc1db,7,0.0452346135012144
bca7af225b,7,-0.5897654929534304
21a7a229dc,7,0.4432013981682666
db25ad7799,7,0.585801916370455
ca952a2b1b,7,-0.5897654929534304
0662aa1719,7,0.2862003099729419
3bbe174fd4,7,0.9904847885194152
003f08e82a,7,-0.3215851153337313
bd4b82d35d,7,-0.5897654929534304
70baf319d1,7,1.1563171005810151
9cb3564319,7,-0.06798592446923107
35e885144d,7,-0.4084682734913457
d7bf92b2fe,7,0.0687124853009859
af47654c99,7,0.11990065897840985
fc7a943d83,7,0.2865944319381061
7b82e428cf,7,-0.05063320055861719
1fa280c4dd,7,-0.5071817914165586
970975e6cb,7,-0.5186521173343858
a779097e6d,7,-0.5082706747926209
83a1af9267,8,-0.3101413664122533
6c6c1fc1db,8,0.04523435041473292
bca7af225b,8,-0.5897660191263931
21a7a229dc,8,0.4432011350817851
db25ad7799,8,0.33465982169882186
ca952a2b1b,8,-0.5897660191263931
0662aa1719,8,0.28620004688646056
3bbe174fd4,8,0.04444304415776181
003f08e82a,8,-0.3215853784202126
bd4b82d35d,8,-0.5897660191263931
70baf319d1,8,1.1563168374945338
9cb3564319,8,-0.06798618755571256
35e885144d,8,-0.4084685365778271
d7bf92b2fe,8,0.06871222221450451
af47654c99,8,0.1199003958919286
fc7a943d83,8,0.2865941688516246
7b82e428cf,8,-0.050633463645098666
1fa280c4dd,8,-0.50718205450304
970975e6cb,8,-0.5186523804208671
a779097e6d,8,-0.5082709378791023
83a1af9267,9,-0.3101416294987347
6c6c1fc1db,9,0.045234087328251606
bca7af225b,9,-0.5897665452993559
21a7a229dc,9,-0.2308443174687479
db25ad7799,9,0.3346595586123404
ca952a2b1b,9,-0.5897665452993559
0662aa1719,9,0.28619978379997923
3bbe174fd4,9,0.04444278107128041
003f08e82a,9,-0.32158564150669394
bd4b82d35d,9,-0.5897665452993559
70baf319d1,9,1.1563165744080526
9cb3564319,9,-0.0679864506421938
35e885144d,9,-0.4084687996643085
d7bf92b2fe,9,0.06871195912802319
af47654c99,9,0.1199001328054471
fc7a943d83,9,0.2865939057651433
7b82e428cf,9,-0.05063372673158007
1fa280c4dd,9,-0.5071823175895214
970975e6cb,9,-0.5186526435073485
a779097e6d,9,-0.5082712009655836
83a1af9267,10,-0.3101418925852161
6c6c1fc1db,10,0.0452338242417702
bca7af225b,10,-0.5897670714723187
21a7a229dc,10,-0.23084458055522925
db25ad7799,10,0.20501870152994725
ca952a2b1b,10,-0.5897670714723187
0662aa1719,10,0.2861995207134977
3bbe174fd4,10,0.04444251798479901
003f08e82a,10,-0.32158590459317543
bd4b82d35d,10,-0.5897670714723187
70baf319d1,10,1.1563163113215709
9cb3564319,10,-0.0679867137286752
35e885144d,10,-0.40846906275078987
d7bf92b2fe,10,0.0687116960415417
af47654c99,10,0.11989986971896573
fc7a943d83,10,0.28659364267866194
7b82e428cf,10,-0.050633989818061484
1fa280c4dd,10,-0.5071825806760027
970975e6cb,10,-0.5186529065938299
a779097e6d,10,-0.508271464052065
83a1af9267,11,-0.31014215567169745
6c6c1fc1db,11,0.04523356115528872
bca7af225b,11,-0.5897675976452814
21a7a229dc,11,-0.23084484364171065
db25ad7799,11,0.20501843844346596
ca952a2b1b,11,-0.5897675976452814
0662aa1719,11,-0.1084828817965223
3bbe174fd4,11,0.044442254898317615
003f08e82a,11,-0.3215861676796568
bd4b82d35d,11,-0.5897675976452814
70baf319d1,11,-0.2871236144523652
9cb3564319,11,-0.06798697681515653
35e885144d,11,-0.4084693258372713
d7bf92b2fe,11,0.06871143295506031
af47654c99,11,0.1198996066324844
